
100	    0.000092
500	    0.001865
1000	    0.007265
2000	    0.030011
3000	    0.051638
5000	    0.110939
10000	    0.389949
20000	    1.613098
30000	    3.680621
50000	    10.348894
100000	    41.668696
200000	    166.098705
300000	    373.564037
500000	    1042.543540
1000000	    4195.914929
