
100	    0.000046
500	    0.000728
1000	    0.002648
2000	    0.010896
3000	    0.018456
5000	    0.041542
10000	    0.134446
20000	    0.511555
30000	    1.150767
50000	    3.235189
100000	    12.952516
200000	    51.210737
300000	    115.209477
500000	    320.196261
1000000	    1294.631906
