100 0.000050
500 0.001067
1000 0.004482
2000 0.021230
3000 0.039305
5000 0.109300
10000 0.435776
20000 1.756489
30000 3.940923
50000 10.938866
100000 43.761944
200000 175.332343
300000 395.061362
500000 1101.056432
1000000 4419.827557
